GEO.id,GEO.id2,GEO.display-label,NAICS.id,NAICS.display-label,OPTAX.id,OPTAX.display-label,CONCENFI.id,CONCENFI.display-label,YEAR.id,ESTAB,RCPTOT,VAL_PCT,PAYANN,PAYQTR1,EMP
0100000US,,United States,811118,Other automotive mechanical and electrical repair and maintenance,T,Establishments subject to federal income tax,804,4 largest firms,2007,231,213038,9.2,55072,13449,1433
0100000US,,United States,811118,Other automotive mechanical and electrical repair and maintenance,T,Establishments subject to federal income tax,808,8 largest firms,2007,291,287643,12.4,72666,17857,2107
0100000US,,United States,811118,Other automotive mechanical and electrical repair and maintenance,T,Establishments subject to federal income tax,820,20 largest firms,2007,324,379354,16.3,98776,23909,2643
0100000US,,United States,811118,Other automotive mechanical and electrical repair and maintenance,T,Establishments subject to federal income tax,850,50 largest firms,2007,396,514102,22.1,143312,34404,3634
0100000US,,United States,8111181,Carburetor repair,A,All establishments,001,All firms,2007,261,125016,100.0,34174,8451,1109
0100000US,,United States,8111181,Carburetor repair,A,All establishments,804,4 largest firms,2007,5,17719,14.2,4217,944,87
0100000US,,United States,8111181,Carburetor repair,A,All establishments,808,8 largest firms,2007,11,27242,21.8,6649,1541,155
0100000US,,United States,8111181,Carburetor repair,A,All establishments,820,20 largest firms,2007,26,45561,36.4,11963,2921,310
0100000US,,United States,8111181,Carburetor repair,A,All establishments,850,50 largest firms,2007,59,77350,61.9,20487,5019,558
0100000US,,United States,8111181,Carburetor repair,T,Establishments subject to federal income tax,001,All firms,2007,261,125016,100.0,34174,8451,1109
0100000US,,United States,8111181,Carburetor repair,T,Establishments subject to federal income tax,804,4 largest firms,2007,5,17719,14.2,4217,944,87
0100000US,,United States,8111181,Carburetor repair,T,Establishments subject to federal income tax,808,8 largest firms,2007,11,27242,21.8,6649,1541,155
0100000US,,United States,8111181,Carburetor repair,T,Establishments subject to federal income tax,820,20 largest firms,2007,26,45561,36.4,11963,2921,310
0100000US,,United States,8111181,Carburetor repair,T,Establishments subject to federal income tax,850,50 largest firms,2007,59,77350,61.9,20487,5019,558
0100000US,,United States,8111182,"Brake, front end, and wheel alignment",A,All establishments,001,All firms,2007,2352,1132523,100.0,327424,80505,10693
0100000US,,United States,8111182,"Brake, front end, and wheel alignment",A,All establishments,804,4 largest firms,2007,270,205375,18.1,58008,14301,1780
0100000US,,United States,8111182,"Brake, front end, and wheel alignment",A,All establishments,808,8 largest firms,2007,297,240136,21.2,67591,16461,2039
0100000US,,United States,8111182,"Brake, front end, and wheel alignment",A,All establishments,820,20 largest firms,2007,347,297348,26.3,87079,21047,2427
0100000US,,United States,8111182,"Brake, front end, and wheel alignment",A,All establishments,850,50 largest firms,2007,417,382878,33.8,110634,26893,3099
