GEO.id,GEO.id2,GEO.display-label,NAICS.id,NAICS.display-label,CONCENFI.id,CONCENFI.display-label,YEAR.id,ESTAB,RCPTOT,VAL_PCT,PAYANN,PAYQTR1,EMP
Geographic identifier code,Id2,Geographic area name,2012 NAICS code,Meaning of 2012 NAICS code,Firm concentration code,Meaning of Firm concentration code,Year,Number of establishments,"Sales ($1,000)",Sales of largest firms as percent of total sales (%),"Annual payroll ($1,000)","First-quarter payroll ($1,000)",Number of paid employees for pay period including March 12
0100000US,,United States,722410,Drinking places (alcoholic beverages),001,All firms,2012,41774,19725909,100.0,4698636,1144602,356512
0100000US,,United States,722410,Drinking places (alcoholic beverages),804,4 largest firms,2012,232,484743,2.5,107662,27726,5979
0100000US,,United States,722410,Drinking places (alcoholic beverages),808,8 largest firms,2012,309,709313,3.6,149970,37609,8247
0100000US,,United States,722410,Drinking places (alcoholic beverages),820,20 largest firms,2012,393,1097152,5.6,254862,63587,13310
0100000US,,United States,722410,Drinking places (alcoholic beverages),850,50 largest firms,2012,503,1618142,8.2,391994,97152,19180
0100000US,,United States,7225,Restaurants and other eating places,001,All firms,2012,517908,447342093,100.0,128549640,31053498,9041271
0100000US,,United States,7225,Restaurants and other eating places,804,4 largest firms,2012,11673,25015504,5.6,7663614,1969619,478853
0100000US,,United States,7225,Restaurants and other eating places,808,8 largest firms,2012,16496,35710586,8.0,10924411,2805548,673767
0100000US,,United States,7225,Restaurants and other eating places,820,20 largest firms,2012,25277,53371865,11.9,16385758,4143314,1005529
0100000US,,United States,7225,Restaurants and other eating places,850,50 largest firms,2012,37649,74360775,16.6,22717446,5767318,1454620
0100000US,,United States,72251,Restaurants and other eating places,001,All firms,2012,517908,447342093,100.0,128549640,31053498,9041271
0100000US,,United States,72251,Restaurants and other eating places,804,4 largest firms,2012,11673,25015504,5.6,7663614,1969619,478853
0100000US,,United States,72251,Restaurants and other eating places,808,8 largest firms,2012,16496,35710586,8.0,10924411,2805548,673767
0100000US,,United States,72251,Restaurants and other eating places,820,20 largest firms,2012,25277,53371865,11.9,16385758,4143314,1005529
0100000US,,United States,72251,Restaurants and other eating places,850,50 largest firms,2012,37649,74360775,16.6,22717446,5767318,1454620
0100000US,,United States,722511,Full-service restaurants,001,All firms,2012,231927,224320799,100.0,74086843,18051011,4772294
0100000US,,United States,722511,Full-service restaurants,804,4 largest firms,2012,4707,17712639,7.9,6870435,1789822,409254
0100000US,,United States,722511,Full-service restaurants,808,8 largest firms,2012,6630,23605606,10.5,9070075,2335925,531923
0100000US,,United States,722511,Full-service restaurants,820,20 largest firms,2012,12051,34241421,15.3,12916546,3313065,783480
0100000US,,United States,722511,Full-service restaurants,850,50 largest firms,2012,15205,44478577,19.8,16515691,4211328,995125
0100000US,,United States,722513,Limited-service restaurants,001,All firms,2012,224766,185366032,100.0,45377104,10865172,3588611
0100000US,,United States,722513,Limited-service restaurants,804,4 largest firms,2012,6185,11466618,6.2,2680267,695687,199119
0100000US,,United States,722513,Limited-service restaurants,808,8 largest firms,2012,10130,16888157,9.1,4012211,1014990,279895
0100000US,,United States,722513,Limited-service restaurants,820,20 largest firms,2012,16265,24577240,13.3,6036660,1537993,442476
0100000US,,United States,722513,Limited-service restaurants,850,50 largest firms,2012,23237,32305016,17.4,8099037,2028595,589316
0100000US,,United States,722514,"Cafeterias, grill buffets, and buffets",001,All firms,2012,6373,6720567,100.0,1685878,427054,127496
0100000US,,United States,722514,"Cafeterias, grill buffets, and buffets",804,4 largest firms,2012,864,1984822,29.5,500111,132252,38986
0100000US,,United States,722514,"Cafeterias, grill buffets, and buffets",808,8 largest firms,2012,1052,2509483,37.3,647326,169338,49249
0100000US,,United States,722514,"Cafeterias, grill buffets, and buffets",820,20 largest firms,2012,1220,2982236,44.4,776133,201224,58553
0100000US,,United States,722514,"Cafeterias, grill buffets, and buffets",850,50 largest firms,2012,1319,3320704,49.4,862455,221498,64471
0100000US,,United States,722515,Snack and nonalcoholic beverage bars,001,All firms,2012,54842,30934695,100.0,7399815,1710261,552870
0100000US,,United States,722515,Snack and nonalcoholic beverage bars,804,4 largest firms,2012,8168,11118017,35.9,2506848,591557,149794
0100000US,,United States,722515,Snack and nonalcoholic beverage bars,808,8 largest firms,2012,9324,12227424,39.5,2776521,655547,167397
0100000US,,United States,722515,Snack and nonalcoholic beverage bars,820,20 largest firms,2012,9991,13244350,42.8,3026066,713957,184882
0100000US,,United States,722515,Snack and nonalcoholic beverage bars,850,50 largest firms,2012,10903,14027317,45.3,3219405,761211,198142
0100000US,,United States,7225151,Ice cream and soft serve shops,001,All firms,2012,11066,3717047,100.0,875736,185242,93006
0100000US,,United States,7225151,Ice cream and soft serve shops,804,4 largest firms,2012,363,618070,16.6,124219,29662,10916
0100000US,,United States,7225151,Ice cream and soft serve shops,808,8 largest firms,2012,403,667990,18.0,136751,31484,11587
0100000US,,United States,7225151,Ice cream and soft serve shops,820,20 largest firms,2012,475,759852,20.4,159675,36815,13120
0100000US,,United States,7225151,Ice cream and soft serve shops,850,50 largest firms,2012,591,877072,23.6,189127,43207,15200
0100000US,,United States,7225152,Frozen yogurt shops,001,All firms,2012,3615,998686,100.0,228778,44647,22459
0100000US,,United States,7225152,Frozen yogurt shops,804,4 largest firms,2012,47,32042,3.2,6351,1410,307
0100000US,,United States,7225152,Frozen yogurt shops,808,8 largest firms,2012,61,59429,6.0,13759,3193,665
0100000US,,United States,7225152,Frozen yogurt shops,820,20 largest firms,2012,129,106861,10.7,24595,5166,1483
0100000US,,United States,7225152,Frozen yogurt shops,850,50 largest firms,2012,215,168486,16.9,38806,8396,2905
0100000US,,United States,7225153,Doughnut shops,001,All firms,2012,8736,4865055,100.0,1153964,272300,83972
0100000US,,United States,7225153,Doughnut shops,804,4 largest firms,2012,238,331167,6.8,82252,19864,4587
0100000US,,United States,7225153,Doughnut shops,808,8 largest firms,2012,305,419444,8.6,102417,24687,5964
0100000US,,United States,7225153,Doughnut shops,820,20 largest firms,2012,436,597836,12.3,131028,31483,8127
0100000US,,United States,7225153,Doughnut shops,850,50 largest firms,2012,700,878834,18.1,198468,48249,12809
